epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,1779.43,1.19911,1.48021,1.24946,0.82168,0.7662,0.8447,0.61497,0.89153,0.88347,1.0685,0.000264199,0.000264199,0.000264199
63,1807.82,1.2029,1.46275,1.24932,0.81724,0.77559,0.84738,0.61442,0.89643,0.88397,1.07381,0.000257595,0.000257595,0.000257595
64,1835.99,1.21202,1.48611,1.25655,0.82148,0.77278,0.84696,0.61755,0.88442,0.88465,1.0638,0.000250992,0.000250992,0.000250992
65,1864.19,1.20564,1.48568,1.25296,0.81884,0.77134,0.84806,0.61774,0.87962,0.87673,1.06305,0.000244389,0.000244389,0.000244389
66,1892.19,1.19322,1.46904,1.24696,0.81726,0.78375,0.84717,0.61655,0.88247,0.86559,1.06449,0.000237785,0.000237785,0.000237785
67,1920.19,1.19081,1.46528,1.24515,0.81284,0.78397,0.85299,0.62133,0.88403,0.86157,1.06097,0.000231182,0.000231182,0.000231182
68,1948.12,1.19011,1.45944,1.24483,0.82982,0.78298,0.85916,0.61709,0.92267,0.8457,1.07878,0.000224579,0.000224579,0.000224579
69,1975.87,1.1866,1.45932,1.24263,0.82145,0.77622,0.85285,0.62458,0.88204,0.85895,1.05311,0.000217976,0.000217976,0.000217976
70,2003.9,1.17736,1.44062,1.23485,0.82043,0.79002,0.85739,0.63308,0.86472,0.83771,1.05044,0.000211372,0.000211372,0.000211372
71,2031.86,1.17667,1.44956,1.23712,0.82853,0.77841,0.8626,0.6331,0.86862,0.84019,1.04842,0.000204769,0.000204769,0.000204769
72,2060.33,1.18176,1.44787,1.24071,0.83391,0.77633,0.86356,0.63214,0.8762,0.84796,1.05182,0.000198166,0.000198166,0.000198166
73,2089.77,1.17325,1.43822,1.23402,0.82299,0.7932,0.86369,0.62958,0.88228,0.83643,1.0549,0.000191562,0.000191562,0.000191562
74,2118.12,1.17373,1.42897,1.23586,0.82307,0.79531,0.86803,0.63923,0.86664,0.82826,1.04549,0.000184959,0.000184959,0.000184959
75,2146.4,1.17119,1.44559,1.23261,0.82633,0.79917,0.86948,0.63752,0.87323,0.81156,1.0462,0.000178356,0.000178356,0.000178356
76,2174.84,1.16485,1.43115,1.23052,0.82989,0.79387,0.86782,0.63973,0.86094,0.81936,1.04131,0.000171752,0.000171752,0.000171752
77,2203.03,1.16963,1.44106,1.23163,0.83777,0.78149,0.86779,0.63251,0.88719,0.83212,1.05058,0.000165149,0.000165149,0.000165149
78,2231.02,1.15064,1.4161,1.2222,0.84031,0.77796,0.86638,0.64031,0.86138,0.82687,1.04184,0.000158546,0.000158546,0.000158546
79,2259.13,1.15758,1.41847,1.22128,0.82609,0.7957,0.86944,0.64765,0.83573,0.81196,1.02902,0.000151943,0.000151943,0.000151943
80,2287.14,1.14569,1.41438,1.21761,0.83457,0.78973,0.87289,0.64464,0.85713,0.81666,1.03627,0.000145339,0.000145339,0.000145339
81,2315.44,1.1529,1.42023,1.22325,0.83466,0.79716,0.87649,0.65416,0.84356,0.79328,1.02894,0.000138736,0.000138736,0.000138736
82,2343.54,1.13592,1.40101,1.21318,0.83534,0.79099,0.87404,0.65598,0.82989,0.8002,1.02445,0.000132133,0.000132133,0.000132133
83,2371.55,1.14691,1.40686,1.22091,0.84017,0.7976,0.87651,0.65461,0.83381,0.79647,1.02726,0.000125529,0.000125529,0.000125529
84,2399.43,1.1466,1.41042,1.21485,0.83894,0.7945,0.87731,0.65623,0.83337,0.79721,1.0247,0.000118926,0.000118926,0.000118926
85,2427.64,1.14065,1.41432,1.21986,0.82991,0.79447,0.87458,0.65363,0.83232,0.80192,1.02614,0.000112323,0.000112323,0.000112323
86,2456.86,1.14325,1.40782,1.21943,0.83437,0.79259,0.87611,0.65657,0.83503,0.79819,1.02587,0.00010572,0.00010572,0.00010572
