epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,2166.26,0.39075,0.28146,0.82329,0.99848,0.99622,0.99449,0.97755,0.28432,0.19354,0.7918,0.000173313,0.000173313,0.000173313
75,2195.15,0.39193,0.28203,0.8246,0.99855,0.99623,0.9945,0.97755,0.28065,0.19229,0.79132,0.000167125,0.000167125,0.000167125
76,2224.16,0.38803,0.27958,0.82264,0.99886,0.99591,0.9945,0.97843,0.27963,0.19178,0.79073,0.000160938,0.000160938,0.000160938
77,2252.95,0.38747,0.27845,0.82331,0.99895,0.99594,0.99448,0.97887,0.27761,0.19066,0.79031,0.00015475,0.00015475,0.00015475
78,2281.69,0.38846,0.27899,0.82237,0.99869,0.99575,0.99451,0.97873,0.27696,0.19004,0.79011,0.000148563,0.000148563,0.000148563
79,2310.82,0.3823,0.27576,0.82188,0.9987,0.99599,0.99448,0.97982,0.27799,0.19029,0.79043,0.000142375,0.000142375,0.000142375
80,2340.8,0.38523,0.27747,0.82215,0.99845,0.99558,0.9945,0.97878,0.27631,0.189,0.79015,0.000136187,0.000136187,0.000136187
81,2370.24,0.37994,0.27354,0.82163,0.99854,0.99616,0.99448,0.97925,0.27519,0.18848,0.78968,0.00013,0.00013,0.00013
82,2399.03,0.38089,0.27443,0.82068,0.99843,0.99624,0.99447,0.97983,0.27299,0.18806,0.78946,0.000123812,0.000123812,0.000123812
83,2428.1,0.37981,0.27422,0.8209,0.99852,0.996,0.99453,0.97934,0.27308,0.18737,0.78934,0.000117625,0.000117625,0.000117625
84,2457.13,0.37987,0.27354,0.8205,0.9988,0.99654,0.99449,0.97975,0.2722,0.18707,0.78912,0.000111438,0.000111438,0.000111438
85,2486.42,0.37495,0.27132,0.82039,0.99849,0.99587,0.99447,0.97987,0.27173,0.18664,0.78874,0.00010525,0.00010525,0.00010525
86,2515.47,0.37666,0.27189,0.82086,0.99839,0.99584,0.9945,0.9804,0.27208,0.18695,0.78922,9.90625e-05,9.90625e-05,9.90625e-05
87,2544.38,0.37365,0.27047,0.81915,0.99766,0.99683,0.99454,0.98002,0.27167,0.18593,0.78898,9.2875e-05,9.2875e-05,9.2875e-05
88,2573.17,0.37392,0.26989,0.82,0.99827,0.99656,0.99453,0.98024,0.2713,0.18588,0.78908,8.66875e-05,8.66875e-05,8.66875e-05
89,2601.97,0.37344,0.26994,0.81977,0.99833,0.99651,0.9945,0.98031,0.27105,0.18553,0.7888,8.05e-05,8.05e-05,8.05e-05
90,2630.81,0.36868,0.2671,0.8205,0.99814,0.99648,0.99452,0.98007,0.271,0.18542,0.78851,7.43125e-05,7.43125e-05,7.43125e-05
91,2659.55,0.32761,0.2314,0.80852,0.99876,0.99628,0.99446,0.97918,0.27227,0.18633,0.78848,6.8125e-05,6.8125e-05,6.8125e-05
92,2687.59,0.32341,0.22767,0.80831,0.99858,0.99651,0.99452,0.98014,0.27139,0.1856,0.78816,6.19375e-05,6.19375e-05,6.19375e-05
93,2716.99,0.32021,0.22594,0.80835,0.99874,0.99633,0.99452,0.98056,0.26875,0.18423,0.78755,5.575e-05,5.575e-05,5.575e-05
94,2744.63,0.31735,0.2236,0.80612,0.99849,0.99654,0.99451,0.98045,0.26867,0.18334,0.78754,4.95625e-05,4.95625e-05,4.95625e-05
95,2772.32,0.3153,0.22325,0.80619,0.99847,0.99628,0.99451,0.98062,0.26855,0.18316,0.78782,4.3375e-05,4.3375e-05,4.3375e-05
96,2800.05,0.31292,0.22107,0.80554,0.99814,0.99682,0.99452,0.9807,0.26718,0.18253,0.78741,3.71875e-05,3.71875e-05,3.71875e-05
97,2827.87,0.31277,0.22115,0.80671,0.9982,0.99683,0.99452,0.98116,0.26645,0.18201,0.78726,3.1e-05,3.1e-05,3.1e-05
98,2855.47,0.30962,0.21918,0.80433,0.99821,0.99685,0.99452,0.98086,0.26545,0.18139,0.78708,2.48125e-05,2.48125e-05,2.48125e-05
99,2883.15,0.31029,0.21998,0.8046,0.9986,0.99659,0.99451,0.98126,0.26537,0.18097,0.78701,1.8625e-05,1.8625e-05,1.8625e-05
100,2911.06,0.30882,0.2186,0.80529,0.99844,0.99675,0.99452,0.98117,0.26518,0.18099,0.78694,1.24375e-05,1.24375e-05,1.24375e-05
